Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitche0.0001bvGr,KitchenQual,TotRmsAbvGrd,Functio0.0001l,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1178.00,50.00,RM,0.00,3950.00,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6.00,8.00,1926.00,2004.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,Rec,468.00,Unf,0.00,350.00,818.00,GasA,TA,Y,SBrkr,818.00,406.00,0.00,1224.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,0.00,Detchd,1926.00,Unf,1.00,210.00,TA,TA,N,0.00,0.00,116.00,0.00,0.00,0.00,0.00,12.00,2009.00,WD,Normal,115000.00
1179.00,50.00,RL,54.00,7681.00,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5.00,6.00,1921.00,1950.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,731.00,731.00,GasA,Ex,Y,SBrkr,820.00,523.00,0.00,1343.00,0.00,0.00,1.00,1.00,3.00,1.00,TA,7.00,Typ,1.00,Detchd,1921.00,Unf,1.00,186.00,Fa,TA,Y,192.00,0.00,102.00,0.00,0.00,0.00,0.00,7.00,2009.00,WD,Normal,154900.00
1180.00,20.00,RL,77.00,8335.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.00,5.00,1954.00,1954.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,Slab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,GasA,Gd,Y,SBrkr,1124.00,0.00,0.00,1124.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Min2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,36.00,190.00,0.00,0.00,0.00,0.00,4.00,2006.00,WD,Normal,93000.00
1181.00,60.00,RL,0.00,11170.00,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7.00,5.00,1990.00,1991.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,Wood,Gd,TA,No,LwQ,1216.00,Unf,0.00,0.00,1216.00,GasA,Ex,Y,SBrkr,1298.00,1216.00,0.00,2514.00,0.00,0.00,2.00,1.00,4.00,1.00,TA,8.00,Typ,0.00,Attchd,1990.00,Fin,2.00,693.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2006.00,WD,Normal,250000.00
1182.00,120.00,RM,64.00,5587.00,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8.00,5.00,2008.00,2008.00,Hip,CompShg,CemntBd,CmentBd,Stone,186.00,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.00,Unf,0.00,120.00,1600.00,GasA,Ex,Y,SBrkr,1652.00,0.00,0.00,1652.00,1.00,1.00,2.00,0.00,2.00,1.00,Gd,5.00,Typ,1.00,Attchd,2008.00,Fin,2.00,482.00,TA,TA,Y,162.00,53.00,0.00,153.00,0.00,0.00,0.00,11.00,2008.00,New,Partial,392500.00
1183.00,60.00,RL,160.00,15623.00,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10.00,5.00,1996.00,1996.00,Hip,CompShg,Wd Sdng,ImStucc,None,0.00,Gd,TA,PConc,Ex,TA,Av,GLQ,2096.00,Unf,0.00,300.00,2396.00,GasA,Ex,Y,SBrkr,2411.00,2065.00,0.00,4476.00,1.00,0.00,3.00,1.00,4.00,1.00,Ex,10.00,Typ,2.00,Attchd,1996.00,Fin,3.00,813.00,TA,TA,Y,171.00,78.00,0.00,0.00,0.00,555.00,0.00,7.00,2007.00,WD,Abnorml,745000.00
1184.00,30.00,RL,60.00,10800.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.00,6.00,1920.00,1950.00,Hip,CompShg,Stucco,Stucco,None,0.00,TA,TA,BrkTil,TA,TA,No,Rec,821.00,Unf,0.00,299.00,1120.00,GasA,Ex,Y,SBrkr,1130.00,0.00,0.00,1130.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,1.00,Detchd,1970.00,Unf,2.00,720.00,TA,TA,Y,229.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2006.00,WD,Normal,120000.00
1185.00,20.00,RL,50.00,35133.00,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5.00,4.00,1963.00,1963.00,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.00,TA,TA,CBlock,TA,TA,Gd,Rec,1159.00,Unf,0.00,413.00,1572.00,GasA,Gd,Y,SBrkr,1572.00,0.00,0.00,1572.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,5.00,Typ,2.00,2Types,1963.00,RFn,3.00,995.00,TA,TA,Y,0.00,263.00,0.00,0.00,263.00,0.00,0.00,5.00,2007.00,WD,Normal,186700.00
1186.00,50.00,RL,60.00,9738.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.00,7.00,1924.00,1950.00,Gable,CompShg,AsbShng,AsbShng,None,0.00,TA,Gd,BrkTil,TA,TA,No,BLQ,392.00,Unf,0.00,392.00,784.00,GasA,Gd,Y,SBrkr,949.00,272.00,0.00,1221.00,1.00,0.00,1.00,0.00,4.00,1.00,TA,7.00,Typ,0.00,Attchd,1965.00,Unf,1.00,392.00,TA,TA,Y,0.00,0.00,236.00,0.00,0.00,0.00,0.00,3.00,2006.00,WD,Normal,104900.00
1187.00,190.00,RL,107.00,10615.00,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3.00,5.00,1900.00,1970.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.00,Unf,0.00,538.00,978.00,GasA,TA,Y,SBrkr,1014.00,685.00,0.00,1699.00,1.00,0.00,2.00,0.00,3.00,2.00,TA,7.00,Typ,0.00,CarPort,1920.00,Unf,2.00,420.00,Fa,Fa,Y,0.00,74.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Abnorml,95000.00
1188.00,20.00,RL,89.00,12461.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8.00,5.00,1994.00,1995.00,Gable,CompShg,ImStucc,ImStucc,None,0.00,Gd,TA,PConc,Gd,TA,No,GLQ,1456.00,Unf,0.00,168.00,1624.00,GasA,Ex,Y,SBrkr,1624.00,0.00,0.00,1624.00,1.00,0.00,2.00,0.00,2.00,1.00,Gd,5.00,Typ,1.00,Attchd,1994.00,RFn,3.00,757.00,TA,TA,Y,0.00,114.00,192.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,262000.00
1189.00,60.00,RL,68.00,8935.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,5.00,2002.00,2002.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,831.00,831.00,GasA,Ex,Y,SBrkr,831.00,829.00,0.00,1660.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2002.00,RFn,2.00,493.00,TA,TA,Y,144.00,68.00,0.00,0.00,0.00,0.00,0.00,7.00,2009.00,WD,Normal,195000.00
1190.00,60.00,RL,60.00,7500.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,1999.00,1999.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,TA,TA,No,Unf,0.00,Unf,0.00,994.00,994.00,GasA,Gd,Y,SBrkr,1028.00,776.00,0.00,1804.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,1999.00,Fin,2.00,442.00,TA,TA,Y,140.00,60.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00,WD,Normal,189000.00
1191.00,190.00,RL,0.00,32463.00,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4.00,4.00,1961.00,1975.00,Gable,CompShg,MetalSd,MetalSd,Stone,149.00,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.00,Unf,0.00,90.00,1249.00,GasA,Ex,Y,SBrkr,1622.00,0.00,0.00,1622.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,7.00,Typ,1.00,2Types,1975.00,Fin,4.00,1356.00,TA,TA,Y,439.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2007.00,WD,Normal,168000.00
1192.00,160.00,FV,24.00,2645.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8.00,5.00,1999.00,2000.00,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,776.00,776.00,GasA,Ex,Y,SBrkr,764.00,677.00,0.00,1441.00,0.00,0.00,2.00,1.00,2.00,1.00,Gd,5.00,Typ,0.00,Detchd,1999.00,Unf,2.00,492.00,TA,TA,Y,206.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,2007.00,WD,Normal,174000.00
1193.00,50.00,RM,60.00,9600.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.00,8.00,1925.00,1994.00,Gambrel,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,TA,TA,Mn,Unf,0.00,Unf,0.00,702.00,702.00,GasA,Gd,Y,SBrkr,842.00,630.00,0.00,1472.00,0.00,0.00,1.00,0.00,3.00,1.00,Gd,6.00,Typ,0.00,Detchd,1925.00,Unf,1.00,250.00,TA,Fa,P,0.00,0.00,84.00,0.00,0.00,0.00,0.00,7.00,2007.00,WD,Normal,125000.00
1194.00,120.00,RM,0.00,4500.00,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6.00,5.00,1999.00,1999.00,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.00,TA,TA,PConc,Ex,TA,No,GLQ,883.00,Unf,0.00,341.00,1224.00,GasA,Ex,Y,SBrkr,1224.00,0.00,0.00,1224.00,1.00,0.00,2.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,Attchd,1999.00,Fin,2.00,402.00,TA,TA,Y,0.00,304.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00,WD,Normal,165000.00
1195.00,60.00,RL,80.00,9364.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6.00,7.00,1969.00,1969.00,Gable,CompShg,HdBoard,HdBoard,Stone,143.00,TA,TA,CBlock,TA,TA,No,ALQ,371.00,Unf,0.00,292.00,663.00,GasA,TA,Y,SBrkr,663.00,689.00,0.00,1352.00,0.00,0.00,1.00,1.00,4.00,1.00,TA,7.00,Typ,0.00,Attchd,1969.00,Fin,1.00,299.00,TA,TA,Y,379.00,36.00,0.00,0.00,0.00,0.00,0.00,3.00,2010.00,WD,Normal,158000.00
1196.00,60.00,RL,51.00,8029.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.00,5.00,2005.00,2005.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,728.00,728.00,GasA,Ex,Y,SBrkr,728.00,728.00,0.00,1456.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,8.00,Typ,0.00,Attchd,2005.00,Fin,2.00,400.00,TA,TA,Y,100.00,24.00,0.00,0.00,0.00,0.00,0.00,7.00,2008.00,WD,Normal,176000.00
1197.00,60.00,RL,58.00,14054.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.00,5.00,2006.00,2006.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,Av,Unf,0.00,Unf,0.00,879.00,879.00,GasA,Ex,Y,SBrkr,879.00,984.00,0.00,1863.00,0.00,0.00,2.00,1.00,4.00,1.00,Gd,9.00,Typ,1.00,BuiltIn,2006.00,Fin,3.00,660.00,TA,TA,Y,100.00,17.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00,New,Partial,219210.00
1198.00,75.00,RM,65.00,8850.00,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7.00,6.00,1916.00,1950.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,815.00,815.00,GasA,Ex,Y,SBrkr,815.00,875.00,0.00,1690.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,7.00,Typ,1.00,Detchd,1916.00,Unf,1.00,225.00,TA,TA,Y,0.00,0.00,330.00,0.00,0.00,0.00,0.00,7.00,2006.00,ConLw,Normal,144000.00
1199.00,20.00,RL,70.00,9100.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.00,5.00,2001.00,2001.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,1212.00,1212.00,GasA,Ex,Y,SBrkr,1212.00,0.00,0.00,1212.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,2001.00,RFn,2.00,573.00,TA,TA,Y,356.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00,WD,Normal,178000.00
1200.00,20.00,RL,75.00,11235.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4.00,5.00,1963.00,1979.00,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.00,TA,TA,CBlock,TA,TA,No,Rec,547.00,Unf,0.00,504.00,1051.00,GasA,Gd,Y,SBrkr,1382.00,0.00,0.00,1382.00,0.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,1.00,Attchd,1974.00,Unf,2.00,459.00,TA,TA,Y,0.00,82.00,0.00,0.00,0.00,0.00,0.00,10.00,2006.00,WD,Normal,148000.00
1201.00,20.00,RL,71.00,9353.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,4.00,5.00,1970.00,1970.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,Unf,0.00,Unf,0.00,864.00,864.00,GasA,Gd,Y,SBrkr,864.00,0.00,0.00,864.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,0.00,Attchd,1972.00,Unf,1.00,280.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,Oth,Abnorml,116050.00
1202.00,60.00,RL,80.00,10400.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.00,5.00,1998.00,1998.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,PConc,Gd,TA,Av,Unf,0.00,Unf,0.00,866.00,866.00,GasA,Ex,Y,SBrkr,866.00,913.00,0.00,1779.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,1998.00,RFn,2.00,546.00,TA,TA,Y,198.00,36.00,0.00,0.00,0.00,0.00,0.00,3.00,2009.00,WD,Normal,197900.00
1203.00,50.00,RM,50.00,6000.00,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.00,8.00,1925.00,1997.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,TA,TA,BrkTil,TA,TA,No,Unf,0.00,Unf,0.00,884.00,884.00,GasA,Ex,Y,SBrkr,884.00,464.00,0.00,1348.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,1.00,Detchd,1960.00,Unf,1.00,216.00,TA,TA,N,0.00,0.00,208.00,0.00,0.00,0.00,0.00,5.00,2009.00,WD,Normal,117000.00
1204.00,20.00,RL,75.00,9750.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.00,5.00,2000.00,2001.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,1630.00,1630.00,GasA,Ex,Y,SBrkr,1630.00,0.00,0.00,1630.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,6.00,Typ,1.00,Attchd,2000.00,Unf,2.00,451.00,TA,TA,Y,74.00,234.00,0.00,0.00,0.00,0.00,0.00,10.00,2009.00,WD,Normal,213000.00
1205.00,20.00,RL,78.00,10140.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5.00,6.00,1975.00,1975.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,Gd,TA,No,ALQ,788.00,Unf,0.00,268.00,1056.00,GasA,Ex,Y,SBrkr,1074.00,0.00,0.00,1074.00,1.00,0.00,1.00,1.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1975.00,RFn,2.00,495.00,TA,TA,Y,0.00,88.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,153500.00
1206.00,20.00,RL,90.00,14684.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.00,7.00,1990.00,1991.00,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.00,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.00,BLQ,177.00,1496.00,2158.00,GasA,Gd,Y,SBrkr,2196.00,0.00,0.00,2196.00,0.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,1.00,Attchd,1990.00,RFn,3.00,701.00,TA,TA,Y,84.00,70.00,0.00,0.00,0.00,0.00,0.00,6.00,2009.00,WD,Normal,271900.00
1207.00,20.00,RH,0.00,8900.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4.00,4.00,1966.00,1966.00,Gable,CompShg,HdBoard,HdBoard,None,0.00,TA,TA,CBlock,TA,TA,No,Rec,1056.00,Unf,0.00,0.00,1056.00,GasA,TA,Y,SBrkr,1056.00,0.00,0.00,1056.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,5.00,Typ,0.00,Detchd,1966.00,Unf,1.00,384.00,TA,TA,Y,0.00,42.00,0.00,0.00,0.00,0.00,0.00,11.00,2006.00,WD,Normal,107000.00
1208.00,20.00,RL,70.00,9135.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.00,5.00,2003.00,2003.00,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.00,Gd,TA,PConc,Gd,TA,Av,GLQ,340.00,Unf,0.00,1342.00,1682.00,GasA,Ex,Y,SBrkr,1700.00,0.00,0.00,1700.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,7.00,Typ,0.00,Attchd,2003.00,RFn,2.00,544.00,TA,TA,Y,192.00,23.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,WD,Normal,200000.00
1209.00,20.00,RL,70.00,7763.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,1Story,5.00,7.00,1962.00,1980.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,Gd,CBlock,TA,TA,No,Rec,504.00,BLQ,108.00,319.00,931.00,GasA,TA,Y,SBrkr,1283.00,0.00,0.00,1283.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Detchd,1980.00,Unf,2.00,506.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,2008.00,WD,Normal,140000.00
1210.00,20.00,RL,85.00,10182.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8.00,5.00,2006.00,2006.00,Hip,CompShg,VinylSd,VinylSd,Stone,420.00,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220.00,Unf,0.00,440.00,1660.00,GasA,Ex,Y,SBrkr,1660.00,0.00,0.00,1660.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,8.00,Typ,1.00,Attchd,2006.00,RFn,2.00,500.00,TA,TA,Y,322.00,50.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,New,Partial,290000.00
1211.00,60.00,RL,70.00,11218.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.00,5.00,1992.00,1992.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,Gd,TA,PConc,Gd,TA,No,Unf,0.00,Unf,0.00,1055.00,1055.00,GasA,Ex,Y,SBrkr,1055.00,790.00,0.00,1845.00,0.00,0.00,2.00,1.00,3.00,1.00,Gd,8.00,Typ,1.00,Attchd,1992.00,RFn,2.00,462.00,TA,TA,Y,635.00,104.00,0.00,0.00,0.00,0.00,400.00,5.00,2010.00,WD,Normal,189000.00
1212.00,50.00,RL,152.00,12134.00,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8.00,7.00,1988.00,2005.00,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.00,Gd,TA,Wood,Gd,TA,Av,GLQ,427.00,Unf,0.00,132.00,559.00,GasA,Gd,Y,SBrkr,1080.00,672.00,0.00,1752.00,0.00,0.00,2.00,0.00,4.00,1.00,TA,8.00,Typ,0.00,Basment,1988.00,RFn,2.00,492.00,TA,TA,Y,325.00,12.00,0.00,0.00,0.00,0.00,0.00,6.00,2010.00,WD,Normal,164000.00
1213.00,30.00,RL,50.00,9340.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.00,6.00,1941.00,1950.00,Hip,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,No,Rec,344.00,Unf,0.00,328.00,672.00,GasA,TA,Y,SBrkr,672.00,0.00,0.00,672.00,1.00,0.00,1.00,0.00,2.00,1.00,TA,4.00,Typ,0.00,Attchd,1941.00,Unf,1.00,234.00,TA,TA,N,0.00,113.00,0.00,0.00,0.00,0.00,0.00,8.00,2009.00,WD,Normal,113000.00
1214.00,80.00,RL,0.00,10246.00,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4.00,9.00,1965.00,2001.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.00,Unf,0.00,0.00,648.00,GasA,Ex,Y,SBrkr,960.00,0.00,0.00,960.00,1.00,1.00,0.00,0.00,0.00,1.00,TA,3.00,Typ,0.00,Attchd,1965.00,Unf,1.00,364.00,TA,TA,Y,88.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,WD,Normal,145000.00
1215.00,85.00,RL,69.00,10205.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,0.0001mes,Norm,Norm,1Fam,SFoyer,5.00,5.00,1962.00,1962.00,Gable,CompShg,MetalSd,MetalSd,None,0.00,TA,TA,CBlock,TA,TA,Av,BLQ,784.00,Unf,0.00,141.00,925.00,GasA,TA,Y,SBrkr,999.00,0.00,0.00,999.00,1.00,0.00,1.00,0.00,3.00,1.00,TA,6.00,Typ,0.00,Attchd,1962.00,Unf,1.00,300.00,TA,TA,Y,150.00,72.00,0.00,0.00,0.00,0.00,0.00,5.00,2006.00,WD,Normal,134500.00
1216.00,20.00,RL,99.00,7094.00,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.00,5.00,1966.00,1966.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,CBlock,TA,TA,No,Rec,180.00,LwQ,374.00,340.00,894.00,GasA,TA,Y,SBrkr,894.00,0.00,0.00,894.00,0.00,0.00,1.00,0.00,3.00,1.00,TA,5.00,Typ,0.00,Detchd,1966.00,RFn,1.00,384.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2007.00,WD,Normal,125000.00
1217.00,90.00,RM,68.00,8930.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6.00,5.00,1978.00,1978.00,Gable,CompShg,VinylSd,VinylSd,None,0.00,TA,TA,Slab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,GasA,TA,Y,SBrkr,1318.00,584.00,0.00,1902.00,0.00,0.00,2.00,0.00,4.00,2.00,TA,8.00,Typ,0.00,Attchd,1978.00,Unf,2.00,539.00,TA,TA,Y,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2010.00,WD,Normal,112000.00
1218.00,20.00,FV,72.00,8640.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.00,5.00,2009.00,2009.00,Gable,CompShg,CemntBd,CmentBd,Stone,72.00,Gd,TA,PConc,Gd,TA,Mn,GLQ,936.00,Unf,0.00,364.00,1300.00,GasA,Ex,Y,SBrkr,1314.00,0.00,0.00,1314.00,1.00,0.00,2.00,0.00,3.00,1.00,Gd,6.00,Typ,0.00,Attchd,2009.00,RFn,2.00,552.00,TA,TA,Y,135.00,112.00,0.00,0.00,0.00,0.00,0.00,9.00,2009.00,New,Partial,229456.00
1219.00,50.00,RM,52.00,6240.00,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4.00,5.00,1947.00,1950.00,Gable,CompShg,AsbShng,AsbShng,None,0.00,TA,TA,Slab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,GasA,Gd,N,SBrkr,672.00,240.00,0.00,912.00,0.00,0.00,1.00,0.00,2.00,1.00,TA,3.00,Typ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2006.00,WD,Normal,80500.00
